symbol	gene	FDR_3	logFC_3	FDR_24	logFC_24	biotype
ZNF33B	ENSG00000196693.14	0.05196304142803623	-1.7284356384173638	0.9984219746490893	0.025066961237634487	protein_coding
HLA-L	ENSG00000243753.5	0.053001604409398786	2.631041674496474	0.9375426859999095	0.43298710002227997	transcribed_unprocessed_pseudogene
RP11-618G20.1	ENSG00000258964.1	0.10170378801964321	-1.6887499094684886	0.9732631781021974	0.36363748956577696	processed_transcript
KIAA1143	ENSG00000163807.5	0.11139587186356364	-0.634843368919543	0.9954889743753095	0.040118870814090275	protein_coding
RNF19B	ENSG00000116514.16	0.11182786871979741	0.6865931640958125	0.32521315478335705	0.2865289773340782	protein_coding
SLC19A2	ENSG00000117479.12	0.11364493389527665	0.535444630231821	0.2911627837761231	0.33841646651364476	protein_coding
AC068499.10	ENSG00000268650.3	0.12882990716500783	-3.7286117616034242	NA	NA	antisense
TOB1	ENSG00000141232.4	0.12882990716500783	0.6330138242511135	0.5767029857805942	0.23937697012814793	protein_coding
EGR3	ENSG00000179388.8	0.12883679737627868	0.8783409708859385	0.993319297229041	-0.2849491964507815	protein_coding
WASHC2C	ENSG00000172661.17	0.13182152447686757	-0.6230042064955	0.3926209544364921	-0.30764198904250417	protein_coding
GEM	ENSG00000164949.7	0.13182152447686757	0.4695212171179809	0.6745638559757471	-0.22134451748106748	protein_coding
IER3	ENSG00000137331.11	0.13182152447686757	0.44644181991379756	0.3019158830412126	-0.2119927951606596	protein_coding
RP11-216L13.17	ENSG00000272896.1	0.13587154608908875	4.286050189520252	0.9641495762039649	-0.40666493710411916	protein_coding
RP5-991G20.1	ENSG00000259768.5	0.13984160733145998	-0.6218151345120367	0.8191673212063217	0.16032091717068742	antisense
CDHR3	ENSG00000128536.15	0.1448305507755422	-2.397775132564081	0.9984219746490893	0.06229907564948362	protein_coding
ZKSCAN3	ENSG00000189298.13	0.14997677252408423	-1.0762081366222487	0.9954889743753095	0.07107080039642041	protein_coding
CLCF1	ENSG00000175505.10	0.1601671795328414	0.5534623146774624	0.9984219746490893	-0.036496634641498014	protein_coding
RTN4RL1	ENSG00000185924.6	0.18094265255317873	-1.2198770320721082	0.9348087425072078	0.23937323475055158	protein_coding
TRIP11	ENSG00000100815.12	0.18561900114279545	-0.7003110330990951	0.9844748461395952	-0.10408883354912916	protein_coding
JUNB	ENSG00000171223.5	0.18782980605936128	0.6007078868971554	0.9954889743753095	-0.029353251414857093	protein_coding
KCNK1	ENSG00000135750.14	0.188410557969044	0.9653263736463307	0.16442538887398878	0.7112900166338123	protein_coding
AC010642.1	ENSG00000267216.1	0.1979214534015439	-1.3662304474809208	0.5977404679740308	0.6879675494457399	protein_coding
ZC3H12A	ENSG00000163874.10	0.19859874491536747	0.7404389935008796	0.949589950322751	0.25681023824348015	protein_coding
HRASLS	ENSG00000127252.5	0.19859874491536747	2.463353023837728	0.9199475874354773	-0.6222128854092732	protein_coding
PAQR9	ENSG00000188582.8	0.19859874491536747	1.614279939513266	NA	NA	protein_coding
ZFAND5	ENSG00000107372.12	0.19859874491536747	0.5267980336231814	0.9904802295536494	-0.04589886018508337	protein_coding
SYNPO2L	ENSG00000166317.11	0.205157652982841	1.1442276993295237	0.7095010452738391	0.8423248448710465	protein_coding
ZNF510	ENSG00000081386.12	0.2057116630958998	-1.0801705025158892	0.9641495762039649	-0.20715865993580293	protein_coding
RPGRIP1L	ENSG00000103494.12	0.2057116630958998	0.7360741744872402	0.8619714330255719	0.17624425344718747	protein_coding
FGF7P6	ENSG00000227449.8	0.21030950902577403	-2.2017568689861067	0.9954889743753095	-0.26430400419480865	transcribed_unprocessed_pseudogene
LNX2	ENSG00000139517.7	0.21030950902577403	-0.45415122649582834	0.32530964875765395	-0.23389763063865482	protein_coding
PRRT3-AS1	ENSG00000230082.1	0.21030950902577403	1.286145167161765	0.5038826359077482	0.40808838452317847	antisense
SMG1P2	ENSG00000205534.6	0.22430584717493005	-1.3208012294839095	0.9984219746490893	0.0646160151509675	unprocessed_pseudogene
ZNF628	ENSG00000197483.9	0.22430584717493005	1.4479082908340999	0.7432954896196726	-0.5224782842655387	protein_coding
MEG8	ENSG00000258399.7	0.22562486077427896	1.3522892967804239	0.9983261478629061	-0.3022860958723224	lincRNA
ARRDC4	ENSG00000140450.8	0.22562486077427896	-0.39627195813893856	0.946802219166494	-0.09027164362885264	protein_coding
CASK	ENSG00000147044.20	0.25768943409318046	-0.6053991041530757	0.7276217512112219	-0.23387648512044626	protein_coding
MYSM1	ENSG00000162601.9	0.2770054752277601	-1.0642568361145504	0.9928928511978344	-0.1546519909964307	protein_coding
OTUD1	ENSG00000165312.6	0.33164468404404607	0.5747486885865063	0.9284850230208267	-0.1397636243121306	protein_coding
GPR135	ENSG00000181619.11	0.33164468404404607	1.3863418678070616	0.5097056961371467	0.8001970641849606	protein_coding
RP11-508N22.2	ENSG00000283930.1	0.33164468404404607	1.5967589143606251	NA	NA	protein_coding
KCNA4	ENSG00000182255.6	0.3488696350946499	0.5337155876941557	0.5386674136383772	0.4057680491123709	protein_coding
CXorf57	ENSG00000147231.13	0.35213152841102174	1.6743215511636096	0.9239510240287839	0.49841978816506755	protein_coding
MICALCL	ENSG00000133808.4	0.37957982401932616	-1.356720824325793	0.9705549955024965	-0.6501717355439223	protein_coding
PIM3	ENSG00000198355.4	0.37957982401932616	0.431034006646019	0.7577214382510689	0.1487272256632425	protein_coding
CYP1A1	ENSG00000140465.13	0.37957982401932616	-0.7784491262329173	0.8104842507428631	0.3470405189095085	protein_coding
TTTY15	ENSG00000233864.7	0.37957982401932616	0.47162205154623804	0.4808202006361877	-0.4390040873488195	lincRNA
GJC2	ENSG00000198835.3	0.37957982401932616	1.730634594796744	0.38709649367073296	-0.7232371284456588	protein_coding
GPR173	ENSG00000184194.5	0.37957982401932616	1.4699516123055716	0.993319297229041	-0.1399615160920517	protein_coding
PAX8	ENSG00000125618.16	0.409376559132694	-2.0582382299620186	0.985016570819588	0.4981796025399137	protein_coding
RASAL1	ENSG00000111344.11	0.4154814164924052	0.8520738752710598	8.74492394141651e-4	1.3227705081368104	protein_coding
RP11-666A20.4	ENSG00000248787.1	0.41798200130800495	-3.0974528619997614	0.9832541686455278	0.8508715234284463	lincRNA
DDX12P	ENSG00000214826.5	0.41798200130800495	2.0134182711183874	0.9984219746490893	0.05820811896311917	unprocessed_pseudogene
ERVK13-1	ENSG00000260565.6	0.4577063191985822	2.3492264478742806	0.9239510240287839	0.43391154371972696	processed_transcript
AC053503.4	ENSG00000229525.1	0.4722405123307984	3.1829192301800733	NA	NA	antisense
IL18R1	ENSG00000115604.10	0.47224316678759265	-1.0206415182502955	0.9457456218885172	0.3331355378561149	protein_coding
DNAJC25-GNG10	ENSG00000244115.1	0.4900398953687065	0.4058776389644746	0.9984219746490893	0.02732535698946158	protein_coding
ZNF480	ENSG00000198464.13	0.4900398953687065	-0.7971900178002393	0.9984219746490893	0.04786103401554937	protein_coding
SOWAHC	ENSG00000198142.4	0.4900398953687065	0.41078361753959497	0.8901270458256767	-0.1601250899077504	protein_coding
ZFP36L2	ENSG00000152518.7	0.4900398953687065	0.4520092641403097	0.511903150370117	-0.1716176120823959	protein_coding
PPP1R3B	ENSG00000173281.4	0.510431661569008	-0.5858895804599595	0.52451622443293	-0.23862726985449292	protein_coding
MAP4K2	ENSG00000168067.11	0.510431661569008	0.7816336550889157	0.9892881498332233	-0.1060289624201557	protein_coding
ZC3H12C	ENSG00000149289.10	0.5297302230389522	0.5082481929330072	0.9983261478629061	0.03019619253841324	protein_coding
BORCS8-MEF2B	ENSG00000064489.22	0.5301531862318744	-1.5236424729785125	0.9681207104198573	-0.2934629856033991	protein_coding
PLEKHO2	ENSG00000241839.9	0.5357113904565578	-0.37612400762121506	0.9641495762039649	0.08468874702728683	protein_coding
IQCA1	ENSG00000132321.16	0.5510156653361209	1.611094454254426	0.9984219746490893	0.029224655951398837	protein_coding
THAP2	ENSG00000173451.6	0.5561415336934842	1.260456916939749	0.9149593558171081	0.4546259426477854	protein_coding
CXCR4	ENSG00000121966.6	0.5561415336934842	0.5857583021065024	2.6203739492904474e-31	1.457349393423986	protein_coding
RP11-502I4.3	ENSG00000270964.1	0.5561415336934842	1.3735022050546466	0.9975360824956436	-0.11797732213925169	lincRNA
RP11-129M16.4	ENSG00000277879.1	0.5599412262181701	-1.5182810985178472	0.9984219746490893	-0.05778272897107614	antisense
ATP2B2	ENSG00000157087.17	0.5679518575139806	-2.211368758340426	0.861113703343564	0.7661177417749423	protein_coding
NFIL3	ENSG00000165030.3	0.5742277593625075	0.5616807170624362	0.4226618194671345	0.2598348981709586	protein_coding
SCN9A	ENSG00000169432.14	0.5742277593625075	-2.5677555911998557	0.9984219746490893	-0.1310440545173414	protein_coding
ZNF526	ENSG00000167625.10	0.5745959348564259	-0.5610935884813966	0.9239510240287839	-0.15749900888571122	protein_coding
GJB3	ENSG00000188910.7	0.5833305639930899	-1.906680248198704	NA	NA	protein_coding
C1QTNF2	ENSG00000145861.7	0.601746646307812	0.8767921946625886	0.9832541686455278	-0.3730434850444936	protein_coding
TAP2	ENSG00000204267.13	0.6027213603823928	0.4746168448484848	0.9107509321975704	0.10901746631552647	protein_coding
CCL18	ENSG00000275385.1	0.6219639451268888	1.8967803254610798	0.9920276585624305	-0.2611251043855216	protein_coding
FAM46A	ENSG00000112773.15	0.6219639451268888	0.6902315611089023	0.9897123956356869	-0.06160780922223151	protein_coding
PDK4	ENSG00000004799.7	0.6219639451268888	0.6048989067105883	2.478963858721076e-5	0.8404924325694919	protein_coding
TSC22D1	ENSG00000102804.14	0.6219639451268888	0.43074416988582187	0.9984219746490893	-0.007675990423183915	protein_coding
RP11-182J1.18	ENSG00000275120.2	0.634910063894894	-1.085224476738018	0.972301807654966	0.3226561417776689	antisense
POP1	ENSG00000104356.10	0.6430964934664898	-0.6148895210666724	0.9877837565774975	-0.15560157858208276	protein_coding
EPHA4	ENSG00000116106.11	0.6430964934664898	-1.9664239110772066	0.7581981692056019	-0.6987065510639342	protein_coding
NOL8	ENSG00000198000.11	0.6430964934664898	-0.8054476407561753	0.9984219746490893	0.020894085677297534	protein_coding
MIRLET7BHG	ENSG00000197182.14	0.6430964934664898	1.163083962443916	0.7418936872931623	-0.34548259119640906	lincRNA
RPL23AP49	ENSG00000243422.2	0.6430964934664898	-1.3373557889075107	0.9954889743753095	0.3159070191544432	transcribed_processed_pseudogene
DNAJB9	ENSG00000128590.4	0.6430964934664898	0.5729432518584574	2.7287647492554607e-4	0.5896443850125586	protein_coding
PMS2P10	ENSG00000276840.1	0.6431971012990431	0.9481150505168451	0.9954889743753095	-0.10437390461088296	unprocessed_pseudogene
L1TD1	ENSG00000240563.1	0.6448406687408718	-1.0726798850696626	0.9954889743753095	-0.15634640928998292	protein_coding
FDX1	ENSG00000137714.2	0.6448406687408718	0.39564617678439246	9.125890494554875e-75	2.290372519941205	protein_coding
UMPS	ENSG00000114491.13	0.6448406687408718	-0.534916738280979	0.9984219746490893	0.014597472812628527	protein_coding
CCT6P3	ENSG00000234585.6	0.6608948277739156	-1.4987284853201013	0.9984219746490893	0.020159632454251813	transcribed_unprocessed_pseudogene
ZNF737	ENSG00000237440.8	0.6608948277739156	-1.2450056855096585	0.5514453022881138	-0.7498386329349139	protein_coding
ZNF285	ENSG00000267508.5	0.6743538838606458	-1.674013531880369	0.6775369227186607	-0.8529848767156735	protein_coding
TNNT1	ENSG00000105048.16	0.7058305251868097	2.159748309831068	0.9199475874354773	0.4361309995571112	protein_coding
MMD	ENSG00000108960.7	0.7058305251868097	0.5568423705012364	0.1264822250856734	0.3850689118494865	protein_coding
DDC-AS1	ENSG00000226122.1	0.7058305251868097	-2.4778775169392397	NA	NA	antisense
RP11-384F7.2	ENSG00000239268.2	0.7283519729063989	-0.7886520192312426	0.7426022604405154	-0.539052041467013	lincRNA
C1orf52	ENSG00000162642.13	0.7288272009155251	-0.5298928535184375	0.9832541686455278	-0.1082098834702807	protein_coding
FBXW7	ENSG00000109670.13	0.7288272009155251	0.5367238504559064	0.9611864203605982	-0.1678141771551382	protein_coding
ARHGAP30	ENSG00000186517.13	0.7288272009155251	-2.227348957618289	0.9975360824956436	-0.16171484046709642	protein_coding
RP11-46A10.5	ENSG00000243155.1	0.7288272009155251	-3.558309560029777	0.9984219746490893	0.24622093287714197	antisense
AC125232.1	ENSG00000231259.4	0.7288272009155251	0.6831156183401222	0.6544753101495645	-0.24696399784760656	unprocessed_pseudogene
RNF144B	ENSG00000137393.9	0.7537219832063884	-0.6921226466818767	0.3070678070253753	0.5412038097152553	protein_coding
MAP3K7CL	ENSG00000156265.15	0.7633426367450082	0.46851370171292045	0.972301807654966	0.12853597593599744	protein_coding
DDIT4L	ENSG00000145358.6	0.7633426367450082	0.8929929839536958	0.35845376133441614	0.6732904732128145	protein_coding
SRR	ENSG00000167720.12	0.7633426367450082	0.8602355051422735	0.9999629796113817	-2.0725306110622947e-4	protein_coding
ZC4H2	ENSG00000126970.15	0.7771570203417308	0.6144060307870101	0.9970036643167446	-0.06020301265344193	protein_coding
MKL2	ENSG00000186260.16	0.7813603655408574	-0.4663707878767854	0.907284726636642	-0.19716847766850834	protein_coding
PRR14L	ENSG00000183530.13	0.7813603655408574	-0.5377504590620362	0.8994806111331476	-0.260731685970848	protein_coding
AXIN2	ENSG00000168646.12	0.7828812405012536	-1.3278291958218076	0.9984219746490893	-0.04597475933396502	protein_coding
ADRA1B	ENSG00000170214.3	0.7874000611888945	0.5161631361279447	0.006957131978833296	0.6395614773006035	protein_coding
GPR65	ENSG00000140030.5	0.7876613511985997	1.2187389232560504	0.9984219746490893	0.10497599759343758	protein_coding
ARMC8	ENSG00000114098.17	0.797900824105352	-0.4091156257617202	0.43790960161080167	0.23655707977518958	protein_coding
HDHD3	ENSG00000119431.9	0.8305288740818264	-0.5878476402221151	0.9633042951645467	-0.10639633443123149	protein_coding
ARL5B	ENSG00000165997.4	0.834531231335709	0.455893556530675	0.9984219746490893	-0.024735925370117057	protein_coding
AC037459.4	ENSG00000248235.6	0.8424032183090684	1.949010719045334	0.7383162723207376	0.6606759442103284	protein_coding
ICOSLG	ENSG00000160223.16	0.8424032183090684	2.1354947237732707	0.9223202481492969	-0.5263101863638155	protein_coding
WDR33	ENSG00000136709.11	0.8424032183090684	-0.5257435942957805	0.9477063359486019	-0.11907762279125592	protein_coding
RAB33A	ENSG00000134594.4	0.8424032183090684	0.5200209972307931	0.03226982406017106	0.38641615658807843	protein_coding
CD99P1	ENSG00000223773.7	0.8424032183090684	1.0622250060126137	0.9832541686455278	0.14793865457380267	transcribed_unprocessed_pseudogene
RP13-270P17.3	ENSG00000272688.1	0.8424032183090684	-1.4719433461300968	0.9984219746490893	-0.04253964201034909	lincRNA
CRCP	ENSG00000241258.6	0.8424032183090684	-0.654728192315046	0.9641495762039649	-0.15552102347985208	protein_coding
TAL1	ENSG00000162367.11	0.8424032183090684	1.5522070473499703	0.004770966037693696	1.412354252921992	protein_coding
SLF2	ENSG00000119906.11	0.8424032183090684	-0.46234279053747873	0.12610170664167328	-0.4190758821149474	protein_coding
MAP3K1	ENSG00000095015.5	0.8424032183090684	-0.4925201535818739	0.8786885738691588	-0.1560032815290013	protein_coding
NHS	ENSG00000188158.14	0.859932126158885	-0.841602806724299	0.9741431902695832	-0.2575790595978407	protein_coding
PTGR2	ENSG00000140043.11	0.8966559034465027	-0.6664002447708536	0.29541938899183823	-0.6003383904578415	protein_coding
EGFL8	ENSG00000241404.6	0.8966559034465027	1.6842525897456255	0.9984219746490893	0.09270028636983807	protein_coding
ZNF214	ENSG00000149050.9	0.8966559034465027	-2.179295067308768	0.9612437202179962	-0.3364092980678606	protein_coding
ZNF567	ENSG00000189042.13	0.8966559034465027	-0.8927910465680831	0.9854101531034559	-0.13422107295053448	protein_coding
RASGRP2	ENSG00000068831.18	0.8966559034465027	1.050450775847354	0.8237779443401437	-0.4175569956846631	protein_coding
RP4-568C11.4	ENSG00000274173.1	0.8971811090305447	-1.8216776391515748	NA	NA	lincRNA
RP11-116D17.3	ENSG00000271579.1	0.8971811090305447	1.1401164682106881	0.985598306984255	-0.21874238035728347	lincRNA
LPXN	ENSG00000110031.12	0.8979350854637589	1.0339101155629207	0.2759206930869534	-0.6929091184823243	protein_coding
FIGN	ENSG00000182263.13	0.8979350854637589	-1.1575520994743216	0.9832541686455278	-0.1716471686761997	protein_coding
CEBPB	ENSG00000172216.5	0.8979350854637589	0.4127450976209971	0.9854101531034559	0.04480138751527764	protein_coding
TPM3P9	ENSG00000241015.2	0.8979350854637589	1.1629436520933716	0.985016570819588	0.1910819351438862	transcribed_processed_pseudogene
SNCA	ENSG00000145335.15	0.8979350854637589	-1.2278153360063235	0.7901939620765444	0.4908085167201694	protein_coding
UBALD2	ENSG00000185262.8	0.8979350854637589	0.6451034073962959	0.10420879296537428	0.37418440935486297	protein_coding
METTL7B	ENSG00000170439.6	0.8979350854637589	0.987127416266487	2.8376834473223884e-8	2.6441089325743232	protein_coding
SSFA2	ENSG00000138434.16	0.8979350854637589	-0.49152415414189254	0.9832541686455278	-0.053462994215717465	protein_coding
MTPAP	ENSG00000107951.14	0.8979350854637589	0.48158606649497915	0.9382758499919055	0.12980002717429934	protein_coding
SNRNP70	ENSG00000104852.14	0.8979350854637589	0.34316870956127293	0.9984219746490893	0.00463168475845556	protein_coding
AVPI1	ENSG00000119986.6	0.8979350854637589	0.6059714507043015	0.007287720065581932	0.6295483136384775	protein_coding
NMNAT2	ENSG00000157064.10	0.8979350854637589	-0.7222772946999038	0.9497147183066249	-0.2590269832618991	protein_coding
CDKN1A	ENSG00000124762.13	0.8979350854637589	0.29336278208173433	0.9726494550170477	-0.04723381260485399	protein_coding
SMC3	ENSG00000108055.9	0.8979350854637589	-0.34947836958042583	0.9975360824956436	-0.03376239755980105	protein_coding
ARC	ENSG00000198576.3	0.8979350854637589	0.9520630595760871	NA	NA	protein_coding
ALDH16A1	ENSG00000161618.9	0.9076067444138705	0.6449758944926397	0.9954889743753095	-0.053709549396279074	protein_coding
ASXL2	ENSG00000143970.16	0.9091137399609551	-0.32584045594294714	0.6898247853859917	-0.26252751511576594	protein_coding
ZNF286A	ENSG00000187607.15	0.9170300005892622	-0.7982327786407256	0.9641495762039649	-0.20280941134045471	protein_coding
MESDC1	ENSG00000140406.3	0.9170300005892622	0.4478012929653551	0.9954889743753095	0.03685034140327337	protein_coding
CEP85L	ENSG00000111860.13	0.9170300005892622	-0.8104334033806017	0.9239510240287839	-0.2738457136843915	protein_coding
FLVCR1-AS1	ENSG00000198468.7	0.9170300005892622	1.12328544102455	0.8976373035958491	0.28314085304593506	lincRNA
RP11-158H5.7	ENSG00000268573.1	0.9170300005892622	-1.62309398429285	0.9711180558512562	0.34323497104183087	lincRNA
ZSCAN26	ENSG00000197062.11	0.9170300005892622	-0.6706145870357981	0.8878900061091546	-0.21442897328541904	protein_coding
PRICKLE1	ENSG00000139174.11	0.9170300005892622	-0.843806425139551	0.10797146400545098	-1.0661912709363879	protein_coding
BOLA2	ENSG00000183336.8	0.9170300005892622	0.5033041192715219	0.9984219746490893	-0.005924678057673145	protein_coding
IRF2BPL	ENSG00000119669.4	0.9278143042570436	-0.3965043827004845	0.012290650026218212	-0.4316070765553261	protein_coding
KCNQ5	ENSG00000185760.15	0.9542968635826001	-1.2645723268861377	0.7673424013393784	-0.48898192060993045	protein_coding
ZNF700	ENSG00000196757.7	0.9573422940122215	-0.747370209119231	0.9672693050980966	-0.15407904389655236	protein_coding
ZNF816	ENSG00000180257.13	0.9621092182640268	-1.2749599527325612	0.9995699572543526	0.008691629890317708	protein_coding
FGF9	ENSG00000102678.6	0.9621092182640268	1.3895849657278154	0.9844748461395952	0.30481127093988813	protein_coding
NAMPT	ENSG00000105835.11	0.976862033530809	0.35010413524598305	2.0682814560807085e-14	0.8648614508513269	protein_coding
SAMSN1	ENSG00000155307.17	0.9789473280064507	-2.279567528231773	0.946802219166494	0.6242116842410603	protein_coding
ENDOG	ENSG00000167136.6	0.9992141396567776	0.4641438586322966	0.9981620095180734	-0.032734617368701445	protein_coding
DNAJB4	ENSG00000162616.8	0.9992141396567776	0.30668734244127643	0.341631919300102	0.2059000664823069	protein_coding
SP4	ENSG00000105866.13	0.9992141396567776	-0.9993047154009448	0.9975360824956436	0.0855878873743473	protein_coding
PCSK1	ENSG00000175426.10	0.9992141396567776	-1.0048613225060647	0.8330552649041775	0.43786829461349663	protein_coding
KIAA1549L	ENSG00000110427.14	0.9992141396567776	0.6240637394193093	0.9964730162827871	-0.07055152771037568	protein_coding
DDT	ENSG00000099977.13	0.9992141396567776	0.5355787146576412	0.9984219746490893	0.01509797300831772	protein_coding
KIF9-AS1	ENSG00000227398.3	0.9992141396567776	-0.45481411551899004	0.39985133950024304	-0.44799245202297455	antisense
ZNF658B	ENSG00000198416.9	0.9992141396567776	-1.226071434320972	0.8619382577801348	-0.47141420210234053	transcribed_unprocessed_pseudogene
ECSCR	ENSG00000249751.3	0.9992141396567776	0.2936274011261279	3.9636453152959665e-8	0.6875557329087852	protein_coding
IL6	ENSG00000136244.11	0.9992141396567776	0.38763584897461845	0.9984219746490893	0.03409667033070818	protein_coding
TMED7	ENSG00000134970.13	0.9992141396567776	0.3255214747196709	0.572411815486363	0.16923923709915994	protein_coding
USH1G	ENSG00000182040.8	0.9992141396567776	-1.5650575887014901	0.8720477955123135	-0.6938381617419581	protein_coding
ARHGAP45	ENSG00000180448.10	0.9992141396567776	1.3453297830208393	0.9984219746490893	-0.07088957916899277	protein_coding
L3MBTL3	ENSG00000198945.7	0.9992141396567776	-0.4340681463037378	0.6866347702468804	-0.2938689751130789	protein_coding
C2orf72	ENSG00000204128.5	0.9992141396567776	-1.5786864916273038	0.9984219746490893	-0.022671628061208628	protein_coding
PNPLA8	ENSG00000135241.16	0.9992141396567776	0.38918755368151003	0.7581981692056019	0.18393900833563354	protein_coding
ATXN2	ENSG00000204842.14	0.9992141396567776	-0.35112952258168023	0.9954889743753095	-0.05340708194029032	protein_coding
MEF2D	ENSG00000116604.17	0.9992141396567776	0.31366660850825845	0.1678195344826371	0.28026653306211124	protein_coding
MBD1	ENSG00000141644.17	0.9992141396567776	-0.3840451731932153	0.9375426859999095	-0.09609014421397095	protein_coding
COLGALT2	ENSG00000198756.10	0.9992141396567776	0.4645528222665191	0.9954889743753095	-0.08779717864832438	protein_coding
ZNF500	ENSG00000103199.13	0.9992141396567776	-0.9939890085067227	0.9066485696762372	-0.28174766843783816	protein_coding
CCDC57	ENSG00000176155.18	0.9992141396567776	-1.2365540134196875	0.9983261478629061	0.12350240007244974	protein_coding
KHDRBS2	ENSG00000112232.8	0.9992141396567776	-0.6974949652441459	0.9276311751483859	-0.5040655259226757	protein_coding
NFATC4	ENSG00000100968.13	0.9992141396567776	0.6274437609152214	0.9954889743753095	0.048946103280572306	protein_coding
