symbol	gene	FDR_3	logFC_3	FDR_24	logFC_24	biotype
CTD-2005H7.1	ENSG00000254731.1	3.466078985758429e-15	-8.855220617698425	NA	NA	lincRNA
FAM222A	ENSG00000139438.5	4.091914855237113e-15	1.8460917173481066	2.1080015382575611e-41	3.3221370790922746	protein_coding
MEI4	ENSG00000269964.2	4.459853044113268e-15	2.3609794416522973	0.48910888296797006	-0.29554676299617777	protein_coding
SGK1	ENSG00000118515.11	4.459853044113268e-15	1.347719363146721	2.200588758581525e-20	0.9541974947118346	protein_coding
ZNF571	ENSG00000180479.13	1.0668733986336097e-14	2.8505665140630962	0.9534536482598235	-0.08259426255670957	protein_coding
GPR157	ENSG00000180758.11	1.5703708683154598e-14	1.751734156742495	0.8521747644528148	0.14117534386787903	protein_coding
CTH	ENSG00000116761.11	3.3454222715343287e-14	1.7932781489760763	0.03751586994521665	0.44961921446650654	protein_coding
ZNF503	ENSG00000165655.16	3.390099139827997e-14	1.6719316215583169	9.173870631020173e-11	0.6192842301270504	protein_coding
GZF1	ENSG00000125812.15	4.174301778397328e-14	1.791689170267521	0.056890998205603865	0.45847347489893453	protein_coding
FOXK2	ENSG00000141568.20	5.488868776825203e-14	1.4266236051740007	3.510631199591591e-4	0.6858716907224065	protein_coding
KLF4	ENSG00000136826.14	6.984545359502635e-14	2.022322878037966	7.558297789181796e-9	0.8963723435810163	protein_coding
SIK1	ENSG00000142178.7	7.266109507584852e-14	3.883666371168109	0.006398543174379193	3.4289872332980322	protein_coding
CEBPB	ENSG00000172216.5	1.0836586092685215e-13	1.3393566156664163	0.1741876780042449	0.21219009118916948	protein_coding
PCK1	ENSG00000124253.10	1.0935674300333073e-13	8.35515871130247	NA	NA	protein_coding
PTPN20CP	ENSG00000278561.1	1.4152211324250514e-13	-9.46045581004205	0.757470171581863	1.650107790676819	unprocessed_pseudogene
RP4-816N1.7	ENSG00000258092.1	1.5088699989029872e-13	9.693762313115279	NA	NA	antisense
RP11-20I23.3	ENSG00000259784.1	1.8728067019467487e-13	9.167501275015749	0.021147797681716225	-0.709267034269923	protein_coding
NPTX1	ENSG00000171246.5	3.534790590146324e-13	2.687688414472132	1.7043601957861353e-97	5.009150736516296	protein_coding
C2orf66	ENSG00000187944.2	1.2233707352083998e-12	8.673823838927834	NA	NA	protein_coding
PRMT9	ENSG00000164169.12	1.2763010036115106e-12	1.7915638625509334	0.8538643692248111	-0.07925422394716182	protein_coding
VEGFA	ENSG00000112715.21	8.224591695327366e-12	1.0203947342645168	9.358982710454265e-5	0.5442100028687725	protein_coding
MSC	ENSG00000178860.8	1.0889883497519653e-11	-1.2580087694805255	6.246865874832258e-23	-1.0110572979499297	protein_coding
NPFFR1	ENSG00000148734.7	2.186526736683465e-11	7.856407161435617	NA	NA	protein_coding
P2RX5-TAX1BP3	ENSG00000257950.3	3.4401886579299355e-11	8.16999590773506	0.6493166533752452	-1.4665629700033325	protein_coding
AC011330.5	ENSG00000249839.1	6.728796311258192e-11	-10.260884032080723	0.9297050726215776	0.2992875889162957	unprocessed_pseudogene
MT1X	ENSG00000187193.8	8.372150693477994e-11	1.2793629297958238	9.987034064936144e-66	1.8451668600424582	protein_coding
RP11-84A14.4	ENSG00000228150.1	1.160274054795537e-10	-8.145823563068218	0.8415231461296784	1.0145391499871577	sense_intronic
RP11-90L1.8	ENSG00000275880.1	1.2586157612775277e-10	1.9112458970866621	8.594519499018782e-8	1.982479698202309	antisense
TBX3	ENSG00000135111.15	1.2586157612775277e-10	1.4265233308800642	1.623483606027461e-34	1.250996855132763	protein_coding
CASP9	ENSG00000132906.17	1.6113928419838562e-10	1.6047752675522338	7.834282000126523e-6	1.0360715581509883	protein_coding
SLC19A2	ENSG00000117479.12	3.6309263011688544e-10	1.1436206481707418	9.630858406529556e-5	0.6087603394052433	protein_coding
FN3K	ENSG00000167363.13	6.817442254061819e-10	1.9227125611695428	0.34166106075169644	0.3177152350625713	protein_coding
ZNF836	ENSG00000196267.12	1.1375096968673362e-9	2.121926684008433	4.621251285911032e-16	2.4792750629591933	protein_coding
ZDBF2	ENSG00000204186.7	1.225994399824634e-9	1.48588695469914	0.42837878321879025	-0.2279763025899062	protein_coding
C9orf72	ENSG00000147894.14	1.225994399824634e-9	1.5027464168827496	0.03408582616904516	0.7011688161010061	protein_coding
CHD1	ENSG00000153922.10	1.303170761717363e-9	1.7581662733547583	0.5375506896688108	-0.3191854522483272	protein_coding
ZBED1	ENSG00000214717.11	1.9644398874775483e-9	1.4689473830449844	4.319358235616039e-21	1.0270814304263012	protein_coding
CITED2	ENSG00000164442.9	2.2376237699948438e-9	-0.8943113410548974	4.9394185908490115e-5	-0.44949902005093706	protein_coding
NR4A1	ENSG00000123358.19	2.4264591819352118e-9	1.8004596745485055	9.30267362606898e-42	2.6888375384673644	protein_coding
ZFAND5	ENSG00000107372.12	2.9474426442073612e-9	0.9867971191677427	0.019837272391819254	-0.29208810391187834	protein_coding
EVX1	ENSG00000106038.12	3.3776801403202166e-9	4.961435473855599	NA	NA	protein_coding
RP11-482D24.3	ENSG00000257918.1	4.571391068743762e-9	7.405125856475507	0.9542429321730554	0.3492957699588035	antisense
SLC25A19	ENSG00000125454.11	6.550573839753427e-9	1.8277218671712105	8.925383337408124e-12	1.728172258926064	protein_coding
CPEB4	ENSG00000113742.12	7.793481156757749e-9	0.9715203388438003	6.587855385592801e-7	0.8287062857098616	protein_coding
ZFP36	ENSG00000128016.5	1.0535397358195664e-8	1.497315102863861	0.3606485356724765	0.1449703606007282	protein_coding
PDP1	ENSG00000164951.15	1.2472900426699896e-8	1.090435841069809	0.8129406212960608	0.07093638102548894	protein_coding
ZC3H12A	ENSG00000163874.10	4.209839328253056e-8	1.730085281301722	0.0374806980387709	0.9713947342071789	protein_coding
NAMPT	ENSG00000105835.11	4.4846291282121787e-8	1.3608318056129247	8.953288033979229e-70	1.6831025770344366	protein_coding
PRDM12	ENSG00000130711.3	4.515615931875916e-8	7.162479755469711	NA	NA	protein_coding
ADAMTS4	ENSG00000158859.9	8.594782285844075e-8	1.375020981593089	0.4066261332989914	0.24482424889659002	protein_coding
TIPARP	ENSG00000163659.12	9.541866388073109e-8	0.9061308782703751	0.5549120195570193	-0.12495826665299554	protein_coding
AC079776.1	ENSG00000229536.1	1.0327141585414205e-7	7.5483430493152115	NA	NA	lincRNA
PTP4A1	ENSG00000112245.10	1.2434662140981749e-7	1.190426673652578	1.822786090303169e-15	1.2225471846395122	protein_coding
MT1E	ENSG00000169715.14	1.40450884108764e-7	1.1165317035118283	4.944980560553768e-15	1.3414942316320573	protein_coding
ZNF436	ENSG00000125945.14	1.43081617816443e-7	-1.3367657281505678	4.050897874369063e-11	-0.9011986419830247	protein_coding
ARL5B	ENSG00000165997.4	1.43081617816443e-7	1.0225419103519378	0.575970078076338	0.11290309626460698	protein_coding
KLF3	ENSG00000109787.12	1.5898310774182108e-7	0.8714909652884115	0.20705191160438993	0.21740445269378258	protein_coding
WDCP	ENSG00000163026.11	1.9232111072028913e-7	-1.2954382199181145	0.7834644974938451	0.08873319411860466	protein_coding
CAMK2N2	ENSG00000163888.3	1.9400263305453697e-7	2.392839282292766	0.07549060621081953	0.9008010977758815	protein_coding
RP5-1158E12.3	ENSG00000231566.1	1.9431974965102825e-7	-7.224504220663207	0.8272267357701368	0.8264442399911335	lincRNA
NFKBIA	ENSG00000100906.10	2.1200362448405165e-7	1.158403516516284	5.454186519483837e-5	0.5634106490914281	protein_coding
PPP1R3B	ENSG00000173281.4	2.1200362448405165e-7	-0.9987337510102311	4.074275495926375e-5	-0.5934965689628987	protein_coding
GRAMD1B	ENSG00000023171.16	2.1431549111508534e-7	1.3043860036197674	3.5434431578226976e-281	3.755956063527371	protein_coding
RP11-360L9.8	ENSG00000264578.1	2.2082705561976187e-7	6.9887533314971835	NA	NA	antisense
GRAMD4	ENSG00000075240.16	2.843298763490497e-7	1.8626489744433699	0.051304298999315566	0.8760539272383981	protein_coding
SOX9	ENSG00000125398.5	3.676245689592869e-7	2.3337012379754802	0.165635076427606	-0.8904858460072129	protein_coding
ACKR3	ENSG00000144476.5	3.7510734101610524e-7	1.336931625352748	0.18057168851092262	0.48738482753607637	protein_coding
TMUB1	ENSG00000164897.12	4.4084926426447964e-7	1.27700096435746	0.259260751919053	0.23070700801072322	protein_coding
JUNB	ENSG00000171223.5	4.568693733321914e-7	1.0470038117256222	0.5314606958684449	-0.11221399137162011	protein_coding
ZNF165	ENSG00000197279.3	5.117446969240478e-7	3.122572568040922	0.8141896769131465	0.37372970765231045	protein_coding
LDLR	ENSG00000130164.13	1.342786381383613e-6	0.8442595366966733	6.613448508425414e-154	2.7948810080047877	protein_coding
GCOM1	ENSG00000137878.16	1.431364567503517e-6	-1.2131081213079664	0.9678625686099429	0.035613257032366084	protein_coding
ZBTB21	ENSG00000173276.13	1.6795256597031913e-6	1.191450443474755	0.9286485363996829	0.03162012481182966	protein_coding
ZNF141	ENSG00000131127.13	2.4298973137200937e-6	1.8379219199865098	0.18150979857226995	-0.5493518971217309	protein_coding
RP11-468E2.6	ENSG00000259371.2	2.9293431623269112e-6	-8.112094524286185	0.9401181260298062	-0.3075349070283074	protein_coding
NFIL3	ENSG00000165030.3	3.064311276864093e-6	1.0587310893390383	0.003639512948173117	-0.2887498031849988	protein_coding
KCNK5	ENSG00000164626.8	4.150299610477958e-6	4.2803776090496894	1.301318250770494e-49	3.7104941408840073	protein_coding
OTUD7B	ENSG00000264522.5	4.150299610477958e-6	-0.9472275582244626	0.10676751377338765	-0.260065658313883	protein_coding
C11orf96	ENSG00000187479.5	4.177027152895466e-6	1.4547846254360395	4.051846788506694e-6	-1.023084811530675	protein_coding
LRRC3	ENSG00000160233.7	4.840731442952463e-6	1.4092620250641046	0.8327714022266878	0.09537218458144114	protein_coding
SHH	ENSG00000164690.7	4.849533197418655e-6	2.1945420058914538	3.2502739167557005e-5	2.0446174118515117	protein_coding
RANBP2	ENSG00000153201.15	6.7044798572362485e-6	1.284064024347326	0.7732422807526438	-0.15584629481621634	protein_coding
KBTBD11	ENSG00000176595.3	6.7044798572362485e-6	1.1775613155875584	4.867348284875129e-51	1.8162493825381143	protein_coding
RIN2	ENSG00000132669.12	1.3722608832203431e-5	-0.9237602014806555	1.450663034767349e-18	-1.3115578296775752	protein_coding
MOB4	ENSG00000115540.14	1.3723613043824815e-5	0.8199805879020285	1.6675677675389796e-61	2.126144013443926	protein_coding
RGS2	ENSG00000116741.7	1.3915724617397869e-5	1.047490342611168	0.02385355808746742	-0.5667406761347177	protein_coding
TSC22D1	ENSG00000102804.14	1.5402834984807827e-5	0.8130494079219636	0.904303727095119	-0.048216776134204185	protein_coding
LNX2	ENSG00000139517.7	2.0089222056841367e-5	-0.8423333532030933	8.720349055143087e-17	-0.9670580299138031	protein_coding
DUSP16	ENSG00000111266.8	2.2041992244280248e-5	1.2989928124709205	1.637503031703552e-35	2.2392372370297244	protein_coding
SNN	ENSG00000184602.5	2.4881518829211376e-5	0.7569560878455095	5.205165420112509e-19	0.9281248629498128	protein_coding
ID2	ENSG00000115738.9	2.6936063049086616e-5	0.896526920084479	0.07025797613995259	0.31349885145721296	protein_coding
CTC-487M23.8	ENSG00000272869.5	3.04251623956823e-5	-1.4239908788805662	0.06683642491712723	0.47341976168845373	protein_coding
INHBB	ENSG00000163083.5	4.223139382844848e-5	1.4705525804133255	2.1283391790367472e-5	-1.5360182992170146	protein_coding
ERN1	ENSG00000178607.15	4.394579090318997e-5	1.7963456613100495	1.6049586334191452e-10	2.067925719501761	protein_coding
NKAIN1	ENSG00000084628.9	5.324864824679695e-5	2.1177324594628772	1.0808651343735136e-72	4.593947022546341	protein_coding
SPSB1	ENSG00000171621.13	7.04670351476157e-5	0.9109189937212218	0.11358497692327735	-0.3014255299603777	protein_coding
RP11-449P15.2	ENSG00000273151.1	8.213629018143928e-5	3.4512582370441853	6.17814814684439e-73	6.701685923392883	antisense
PER1	ENSG00000179094.15	8.78314412383374e-5	1.5186166326766504	0.07484778779915989	0.6312169075345584	protein_coding
CDKN1A	ENSG00000124762.13	9.001489653682545e-5	0.5687044200444439	0.846038148149552	-0.03831853672995648	protein_coding
SLC25A25	ENSG00000148339.12	1.0312252410253395e-4	0.8222892954945441	3.494903703665994e-8	0.7286387741804827	protein_coding
FDX1	ENSG00000137714.2	1.4257149366755765e-4	0.7054566419137307	3.797032708348855e-199	3.868203826746675	protein_coding
BAG3	ENSG00000151929.9	1.817172309498917e-4	0.6181230652898524	0.06303047218242692	0.2208539486414195	protein_coding
DACT2	ENSG00000164488.11	1.9134953014319597e-4	2.1691478701835063	0.15229240027972726	-1.1047779058244098	protein_coding
CXorf40B	ENSG00000197021.8	2.0652175278370273e-4	0.8993294845048081	0.1587507740022284	0.39212187283139577	protein_coding
CXorf40A	ENSG00000197620.10	2.1828599217343754e-4	1.0965278141655164	0.5507285078698326	0.16856384972452287	protein_coding
ARID5A	ENSG00000196843.15	2.2746935031816106e-4	0.9621911476215708	0.6366027397795374	-0.1736265516703343	protein_coding
STK19	ENSG00000204344.14	2.2746935031816106e-4	1.039235304969034	0.001573133195940393	0.8725480991835618	protein_coding
NR0B2	ENSG00000131910.4	2.44174177388302e-4	2.9261890926384178	0.027486656340121835	1.3405409060085336	protein_coding
MT2A	ENSG00000125148.6	2.56717393733111e-4	0.5941931347310293	5.8173069127691665e-39	1.515176969882443	protein_coding
ING2	ENSG00000168556.6	3.498329946449797e-4	0.9276646525701532	0.0019647340658812385	0.575560904309472	protein_coding
SERTAD2	ENSG00000179833.4	3.689533549261487e-4	-0.6619855716315046	0.021570643577947694	-0.36369765168564755	protein_coding
GAS1	ENSG00000180447.6	3.746995414075363e-4	1.0080404610041958	1.6477834979953565e-9	1.1548425541434748	protein_coding
MAFK	ENSG00000198517.9	3.82656354297251e-4	0.6961639292552503	0.9717225855842403	-0.012282466451351117	protein_coding
KIF9-AS1	ENSG00000227398.3	3.9473252464436464e-4	-0.972492540288075	0.7581734327807271	-0.12730981165579	antisense
CSRNP1	ENSG00000144655.14	4.443711909919461e-4	0.8229603787318225	0.337832572692956	0.2282146813596592	protein_coding
SLC30A1	ENSG00000170385.9	5.281728963009337e-4	-0.5566528702108611	0.9399128518838193	0.019843038032622027	protein_coding
IRS2	ENSG00000185950.8	5.364428106097606e-4	0.9712032463357694	0.042051096342527176	0.36139725613246476	protein_coding
CHSY1	ENSG00000131873.5	5.487193914413328e-4	0.6585359465597191	0.13180515092945158	0.2645775192689541	protein_coding
PIK3R3	ENSG00000117461.14	5.797300993599738e-4	0.8277382212464182	0.1161376318279726	0.3743224165229592	protein_coding
MEF2D	ENSG00000116604.17	5.92247749414876e-4	0.7091197700487256	3.6944571357215052e-9	0.5558940332089202	protein_coding
PEG13	ENSG00000282164.2	6.091738699454712e-4	2.6580727336994214	0.06180703667357773	1.9013291602195121	sense_intronic
CH507-9B2.1	ENSG00000277117.4	6.654116064487881e-4	1.7296308162923684	0.33200174039678926	0.7501972342156887	protein_coding
MAPK4	ENSG00000141639.11	6.729537430183556e-4	1.1675775346832007	3.096087235781091e-234	4.142248536407394	protein_coding
CRY2	ENSG00000121671.11	7.907385833394269e-4	1.3499329944991414	0.8588944390455672	0.1595842451225742	protein_coding
HOXA2	ENSG00000105996.6	7.916073154972237e-4	2.382472058939763	0.7236473683200217	-0.29750414123197144	protein_coding
SH3BP5	ENSG00000131370.15	8.367400550084458e-4	0.7045773256561028	1.9698724058841327e-114	2.2787819894612595	protein_coding
PGAP1	ENSG00000197121.14	8.550400812728728e-4	1.3090531350139147	0.9539015186720596	-0.05180979408882509	protein_coding
DNAJB9	ENSG00000128590.4	0.0010158528977077092	0.9042803484199285	3.6580731988745976e-28	1.3560708977573923	protein_coding
WASHC2C	ENSG00000172661.17	0.0010265953825414431	-0.7769104022124157	0.42050616789407064	-0.19635909488676836	protein_coding
MIDN	ENSG00000167470.12	0.001131487511652517	0.6562315532526305	0.203495027848423	0.2526019990503567	protein_coding
ZNF620	ENSG00000177842.11	0.0012039413785305327	1.8820573551514903	0.25592119663091983	-0.7639791315868387	protein_coding
DUSP10	ENSG00000143507.17	0.0012326480012251075	-1.033304787342935	3.842971461443875e-9	-1.1415098303821558	protein_coding
SPOCK2	ENSG00000107742.12	0.0012548168650030331	1.2882271045832472	2.993587498798345e-23	2.7190976417309383	protein_coding
SLCO4A1	ENSG00000101187.15	0.001257382236112302	2.2431530776041506	1.9385462224133456e-9	2.6967662742843124	protein_coding
SALL2	ENSG00000165821.11	0.001290086661160298	-1.2914795194539535	0.03291436329774987	-0.6260477369463345	protein_coding
STX17-AS1	ENSG00000255145.2	0.0013082302408186986	-1.0331128105497738	0.5479940847194065	-0.3765580818991462	antisense
CLK1	ENSG00000013441.15	0.0013082302408186986	0.9458088935137133	0.8127368750779845	0.11156134659660913	protein_coding
CCDC134	ENSG00000100147.13	0.0013209539327533662	0.923857049729501	1.802705916267141e-21	1.654632048311904	protein_coding
ETAA1	ENSG00000143971.7	0.0013287896561347697	-1.061299871243378	0.022870407546222715	-0.5483088998180955	protein_coding
DUSP5	ENSG00000138166.5	0.0013303410533984522	0.6487854914300405	1.5173632804658202e-28	1.1692582998793972	protein_coding
PDE4D	ENSG00000113448.18	0.0013691764758210574	1.1837826710069081	0.021570643577947694	0.7187182075279075	protein_coding
PHLDB3	ENSG00000176531.10	0.0016082031010075867	1.60156153414484	0.615449183527806	0.3052175393137419	protein_coding
AC097662.2	ENSG00000236432.7	0.0016815491773294383	2.6482396940507384	0.93260407827928	-0.1377162710984524	antisense
LRRC8B	ENSG00000197147.13	0.001747144481412216	-0.5762453344032467	0.7692887662500439	0.08049978558820096	protein_coding
PIM3	ENSG00000198355.4	0.001807772348181383	0.7274621267242997	7.493373776546152e-5	0.4407671388253047	protein_coding
SLC7A8	ENSG00000092068.19	0.0019616055722517256	1.4254712602065873	0.2842452766714081	-0.4913902088697983	protein_coding
CTD-2207O23.12	ENSG00000267952.1	0.0020811416368542238	-2.616246113351697	0.84806089990342	0.5846866644652718	protein_coding
TOB2	ENSG00000183864.4	0.002101292622728459	0.6192730064222854	5.581288925421092e-4	-0.4790999570161247	protein_coding
GADD45G	ENSG00000130222.10	0.002110966644144225	2.0325618425175813	0.022870407546222715	-1.1567491593349646	protein_coding
SIAH2	ENSG00000181788.3	0.002110966644144225	0.756970593815416	0.058112455320452075	0.26333196676477927	protein_coding
MEDAG	ENSG00000102802.9	0.0021192456019274385	0.9528245807164611	0.7001183463958788	0.12404858646828865	protein_coding
NKX3-1	ENSG00000167034.9	0.0021256202343706513	0.9726964271516128	0.9749723425592096	-0.021604348484923215	protein_coding
RP11-21L23.2	ENSG00000261578.1	0.002213304736153161	1.3479695527329165	0.0051771878347427434	1.4077107355392424	sense_overlapping
CREM	ENSG00000095794.19	0.0023044066174063506	0.8581800520829784	1.9855377218653266e-8	0.8496150054505182	protein_coding
SEMA6A	ENSG00000092421.16	0.0025252454330805777	0.9887599225277138	0.3596431382590183	0.30703560651706885	protein_coding
PLEKHG4B	ENSG00000153404.14	0.0025951258390743007	3.2819608126902478	NA	NA	protein_coding
REL	ENSG00000162924.13	0.002610371662226018	1.1394430411225165	0.7733778660725268	0.1315748500375573	protein_coding
JMY	ENSG00000152409.8	0.002827123878801989	0.8407433410009431	0.15568999622510232	-0.26584972171764626	protein_coding
FOS	ENSG00000170345.9	0.0029284721987967144	1.2604659551471218	0.06680074248766346	0.9068365480579182	protein_coding
FAM87B	ENSG00000177757.2	0.0031229469578450525	3.3396116350293497	1.916928072030341e-9	2.84216700997807	lincRNA
KANSL1	ENSG00000120071.13	0.0032810849456032633	-0.7552179312120894	0.22447782414903042	-0.26094094232085324	protein_coding
POLRMTP1	ENSG00000266066.1	0.003302169987978999	3.2416184295285726	5.140419233245616e-4	3.281875248243422	processed_pseudogene
SMC5-AS1	ENSG00000268364.1	0.0035579657684239032	2.151652838862954	0.6184418713059089	-1.2175081973192101	antisense
BANP	ENSG00000172530.20	0.0037301601117288867	1.3738102411645383	0.4741380664075229	-0.35468676086654444	protein_coding
EIF4A3	ENSG00000141543.9	0.00389955875846742	0.6733643955454295	0.47508002170967617	0.1332680982590617	protein_coding
ZSCAN26	ENSG00000197062.11	0.004030270753629832	-1.1675842435245343	0.5347365852531335	-0.20723014203792273	protein_coding
TRIM32	ENSG00000119401.10	0.00408535048331848	-0.5473179031495188	0.013427524100206473	-0.4114599463104887	protein_coding
MYC	ENSG00000136997.16	0.004290698198220001	0.5159631700630669	0.1459807294765894	0.2209955537479113	protein_coding
GREB1	ENSG00000196208.13	0.004312966784713277	2.1636312044337176	9.406607882033283e-4	1.8409682086988972	protein_coding
BCOR	ENSG00000183337.16	0.004408569583151914	0.7368008253257077	0.24150879045860982	0.27515173213226485	protein_coding
SP4	ENSG00000105866.13	0.004499182334717923	-1.6601875153691628	0.06181319736911467	-0.8040742469172599	protein_coding
USP37	ENSG00000135913.10	0.0045715513420478745	1.1591784604816375	0.9644724175973669	-0.036147994881235594	protein_coding
SOCS1	ENSG00000185338.4	0.005275351516291924	2.441139260112563	0.9711870326390332	0.03579671301007079	protein_coding
BCL3	ENSG00000069399.14	0.005404148054089382	0.9371198357544005	0.6459526211488974	0.15788854758495235	protein_coding
GJA4	ENSG00000187513.8	0.005490894057164432	1.0200308092581478	0.28645413278817156	0.3954038645186349	protein_coding
ARRDC4	ENSG00000140450.8	0.005656815386928126	-0.5550919156955968	0.39319305505177277	-0.12238375519049255	protein_coding
MN1	ENSG00000169184.5	0.005675402198965726	1.3433969582357603	0.802320425061828	0.13058327972451042	protein_coding
FOXC1	ENSG00000054598.6	0.005675402198965726	0.7510654156789905	0.8937804474262331	0.042467647914742716	protein_coding
